"Chr"	"Start"	"End"	"Conc"	"Conc_virus"	"Conc_mock"	"Fold"	"p-value"	"FDR"
"13409"	"chr15"	89875032	89875322	5.77	6.11	5.34	0.77	0.00434	0.0817
"34975"	"chr7"	112480428	112480681	3.64	2.93	4.12	-1.18	0.00434	0.0817
"2844"	"chr1"	172727951	172728333	4.19	3.78	4.51	-0.73	0.00434	0.0817
"28396"	"chr4"	89486069	89486323	3.19	2.13	3.79	-1.66	0.00434	0.0817
"10152"	"chr13"	30979386	30979658	3.92	4.33	3.33	1.01	0.00435	0.0817
"22948"	"chr20"	21048826	21049151	4.95	5.35	4.41	0.94	0.00435	0.0817
"8748"	"chr12"	51980343	51981075	6.39	6.63	6.1	0.52	0.00435	0.0817
"37643"	"chr9"	34139768	34139982	3.06	1.98	3.67	-1.69	0.00435	0.0817
"37630"	"chr9"	33722030	33722488	6.66	7	6.23	0.77	0.00435	0.0817
"14619"	"chr16"	69396092	69396313	3.68	4.07	3.15	0.92	0.00436	0.0819
"5342"	"chr10"	102917307	102917922	6.27	6.61	5.83	0.78	0.00439	0.0822
"12615"	"chr15"	51382879	51383152	4.02	3.21	4.54	-1.33	0.00439	0.0822
"3237"	"chr1"	203440913	203441193	4.34	3.7	4.78	-1.08	0.00439	0.0822
"16281"	"chr17"	50114807	50115191	4.52	3.83	4.98	-1.15	0.00439	0.0822
"38593"	"chr9"	123365360	123365609	2.42	1.53	2.97	-1.44	0.00439	0.0822
"24302"	"chr22"	19730485	19731116	6.22	6.45	5.93	0.52	0.00439	0.0822
"24695"	"chr22"	35430656	35431154	6.29	6.53	6	0.53	0.00441	0.0824
"9847"	"chr12"	123533820	123534468	5.14	5.46	4.72	0.75	0.00441	0.0824
"16136"	"chr17"	46002152	46002842	6.16	6.36	5.93	0.43	0.00441	0.0824
"37281"	"chr8"	144203248	144203758	4.63	4.09	5.01	-0.92	0.00442	0.0824
"31166"	"chr5"	173395316	173395553	3.6	2.41	4.24	-1.84	0.00442	0.0824
"36719"	"chr8"	98997963	98998194	2.94	2.32	3.38	-1.06	0.00442	0.0825
"33427"	"chr6"	158220859	158221166	5.91	6.16	5.61	0.55	0.00443	0.0825
"3142"	"chr1"	201085951	201086300	3.9	3.14	4.4	-1.26	0.00443	0.0826
"37489"	"chr9"	15622703	15622892	2.9	2.21	3.36	-1.14	0.00443	0.0826
"8671"	"chr12"	49337080	49337445	6.61	6.84	6.33	0.51	0.00444	0.0826
"30035"	"chr5"	79858139	79858582	5.93	6.22	5.57	0.65	0.00444	0.0826
"23136"	"chr20"	34960767	34961129	4.07	3.49	4.48	-0.99	0.00444	0.0826
"13603"	"chr16"	495496	495765	3.58	2.94	4.02	-1.08	0.00445	0.0827
"8952"	"chr12"	57173025	57173472	3.72	2.95	4.22	-1.27	0.00445	0.0827
"10116"	"chr13"	28313658	28313879	2.43	1.8	2.87	-1.07	0.00445	0.0827
"31234"	"chr5"	177086906	177087274	4.88	5.25	4.38	0.86	0.00445	0.0827
"11841"	"chr14"	92589249	92589523	2.81	2.02	3.32	-1.3	0.00446	0.0827
"15204"	"chr17"	5439074	5439505	6.63	6.91	6.29	0.62	0.00446	0.0827
"7073"	"chr11"	73330617	73330913	4.26	3.65	4.69	-1.04	0.00446	0.0827
"17930"	"chr19"	1848594	1849189	6.11	6.38	5.76	0.62	0.00447	0.0827
"7742"	"chr11"	122108206	122108523	5.03	5.45	4.44	1.01	0.00447	0.0827
"12942"	"chr15"	70512801	70513126	3.92	3.02	4.47	-1.45	0.00447	0.0827
"36537"	"chr8"	81025552	81025869	3.39	2.53	3.92	-1.39	0.00447	0.0827
"20835"	"chr2"	97112293	97113590	6.58	6.82	6.3	0.51	0.00448	0.0829
"38648"	"chr9"	126302040	126302330	4.14	3.63	4.52	-0.89	0.00448	0.0829
"11959"	"chr14"	100303141	100303705	4.2	3.48	4.67	-1.2	0.00449	0.0829
"13849"	"chr16"	10953940	10954266	6.22	6.47	5.92	0.55	0.0045	0.0832
"25298"	"chr3"	15118389	15118980	5.67	5.99	5.25	0.74	0.00451	0.0832
"13374"	"chr15"	88904392	88905082	6.29	6.61	5.88	0.73	0.00451	0.0832
"189"	"chr1"	6378182	6378442	2.82	1.7	3.45	-1.75	0.00451	0.0832
"20027"	"chr2"	31354946	31355191	2.82	1.7	3.45	-1.75	0.00451	0.0832
"13414"	"chr15"	90086868	90087226	4.67	3.93	5.15	-1.22	0.00452	0.0832
"7274"	"chr11"	86870012	86870263	4.89	5.28	4.36	0.92	0.00452	0.0832
"4317"	"chr10"	33066866	33067065	2.26	1.35	2.81	-1.45	0.00452	0.0832
"24544"	"chr22"	26669037	26669275	3.23	2.48	3.72	-1.25	0.00452	0.0832
"21371"	"chr2"	145546153	145546432	3.05	2.39	3.5	-1.12	0.00452	0.0832
"25190"	"chr3"	10192800	10193252	4.75	3.91	5.27	-1.37	0.00452	0.0832
"28004"	"chr4"	47002666	47002995	4.05	3.51	4.45	-0.94	0.00453	0.0832
"35893"	"chr8"	22137150	22137916	6.42	6.64	6.15	0.49	0.00453	0.0833
"3993"	"chr10"	6406329	6406552	3.34	2.28	3.94	-1.66	0.00453	0.0833
"3517"	"chr1"	216742773	216742963	2.29	1.14	2.92	-1.77	0.00454	0.0833
"16736"	"chr17"	75054668	75054869	2.9	1.59	3.58	-1.99	0.00454	0.0833
"736"	"chr1"	26321582	26321945	6.01	6.28	5.69	0.59	0.00454	0.0833
"24835"	"chr22"	39384819	39385086	3.5	2.72	4.01	-1.29	0.00455	0.0833
"22532"	"chr2"	237451631	237451918	4.1	3.6	4.47	-0.87	0.00455	0.0834
"15180"	"chr17"	4709813	4710297	3.96	2.76	4.61	-1.84	0.00455	0.0834
"12579"	"chr15"	48648019	48648279	3.26	2.54	3.74	-1.2	0.00456	0.0834
"13571"	"chr15"	101276546	101276840	3.39	2.7	3.86	-1.16	0.00456	0.0834
"23153"	"chr20"	35523173	35523799	4.18	3.8	4.48	-0.68	0.00457	0.0835
"1833"	"chr1"	97820555	97820755	3.57	2.7	4.11	-1.41	0.00457	0.0835
"23950"	"chr21"	31865825	31866519	5.92	6.19	5.58	0.62	0.00457	0.0835
"15393"	"chr17"	15260491	15261090	5.94	6.22	5.61	0.61	0.00457	0.0836
"3264"	"chr1"	204445912	204446718	6.01	5.75	6.23	-0.48	0.00458	0.0836
"13469"	"chr15"	92797162	92797465	4.4	4.8	3.85	0.96	0.00458	0.0836
"38839"	"chr9"	132972606	132973215	6.12	6.34	5.87	0.47	0.00458	0.0836
"22918"	"chr20"	18304709	18304878	2.12	1.55	2.53	-0.98	0.00459	0.0836
"7774"	"chr11"	123511239	123511780	6.03	6.31	5.67	0.64	0.00459	0.0837
"26479"	"chr3"	123328561	123329173	6.39	6.66	6.06	0.6	0.0046	0.0838
"31363"	"chr6"	624965	625203	2.8	1.94	3.34	-1.4	0.00461	0.0839
"5589"	"chr10"	122142659	122143180	6.28	6.51	6.01	0.5	0.00461	0.0839
"24191"	"chr21"	45138597	45139069	5.38	5.65	5.05	0.6	0.00461	0.0839
"21970"	"chr2"	200483694	200483960	2.9	2.02	3.44	-1.42	0.00462	0.0839
"35258"	"chr7"	134701361	134701556	2.4	1.48	2.96	-1.48	0.00462	0.0839
"40167"	"chrX"	154373236	154373833	5.12	5.39	4.77	0.62	0.00464	0.0843
"2131"	"chr1"	119611385	119612005	5.97	6.21	5.68	0.53	0.00464	0.0843
"16221"	"chr17"	48618606	48619055	5.9	6.18	5.57	0.61	0.00464	0.0843
"1766"	"chr1"	92818368	92818690	4.36	3.61	4.86	-1.25	0.00465	0.0843
"24767"	"chr22"	37636353	37636791	3.41	2.78	3.85	-1.07	0.00466	0.0845
"5022"	"chr10"	88791989	88792238	3.19	2.21	3.76	-1.55	0.00466	0.0845
"8620"	"chr12"	48189570	48189867	5.59	5.92	5.16	0.76	0.00467	0.0846
"17465"	"chr18"	45014339	45014550	2.53	1.59	3.1	-1.51	0.00468	0.0847
"18561"	"chr19"	17870104	17870563	4.57	3.99	4.98	-1	0.00468	0.0847
"21504"	"chr2"	161004457	161004705	3.16	2.54	3.59	-1.06	0.00468	0.0847
"948"	"chr1"	33086386	33086927	5.28	4.78	5.66	-0.87	0.00469	0.0847
"17167"	"chr18"	9661678	9661897	2.78	1.98	3.29	-1.32	0.00469	0.0847
"867"	"chr1"	30779465	30779957	6.09	6.34	5.79	0.55	0.00469	0.0847
"39869"	"chrX"	111680960	111681279	4.8	5.11	4.42	0.69	0.0047	0.0848
"35861"	"chr8"	19756832	19757261	2.27	2.74	1.55	1.19	0.0047	0.0848
"29513"	"chr5"	32794167	32794429	3.25	2.53	3.73	-1.19	0.00471	0.085
"24738"	"chr22"	37077733	37078308	6.6	6.86	6.28	0.58	0.00471	0.085
"6948"	"chr11"	68632892	68633115	3.51	3.03	3.88	-0.85	0.00472	0.0851
"31265"	"chr5"	177837403	177837705	2.67	2.14	3.06	-0.92	0.00473	0.0853
"30240"	"chr5"	108148694	108148940	3.61	2.54	4.22	-1.68	0.00474	0.0853
"27404"	"chr3"	194137818	194138231	4.43	4.76	4.01	0.75	0.00475	0.0854
"15443"	"chr17"	17440029	17440355	4.15	3.74	4.47	-0.72	0.00476	0.0856
"38617"	"chr9"	124754398	124754639	3.51	2.8	3.98	-1.19	0.00477	0.0858
"23919"	"chr21"	28522040	28522418	3.27	2.68	3.69	-1.01	0.00478	0.0859
"21204"	"chr2"	127067916	127068583	5.59	5.03	6	-0.97	0.00479	0.086
"10634"	"chr13"	95404335	95404793	5.29	5.59	4.91	0.68	0.00479	0.086
"10988"	"chr14"	23483334	23483543	3.12	2.38	3.61	-1.23	0.00479	0.086
"36212"	"chr8"	42458051	42458305	3.67	3.21	4.01	-0.79	0.00479	0.086
"4932"	"chr10"	80505444	80505972	6.49	6.66	6.29	0.37	0.0048	0.0861
"18565"	"chr19"	17996834	17997432	6.47	6.81	6.02	0.79	0.00481	0.0862
"12434"	"chr15"	40744593	40744864	2.13	0.99	2.76	-1.78	0.00481	0.0862
"9642"	"chr12"	113174416	113175197	6.71	6.89	6.5	0.39	0.00481	0.0862
"25335"	"chr3"	16883842	16884351	4.99	5.38	4.46	0.92	0.00482	0.0862
"10664"	"chr13"	97855530	97855845	4.96	5.28	4.55	0.73	0.00482	0.0863
"4682"	"chr10"	69093367	69093636	4.61	5.12	3.81	1.31	0.00482	0.0863
"32776"	"chr6"	108519017	108519272	3.28	2.68	3.7	-1.03	0.00483	0.0864
"23466"	"chr20"	50085332	50085773	5.46	5.75	5.1	0.64	0.00483	0.0864
"37340"	"chr9"	1009146	1009461	5.83	6.13	5.43	0.7	0.00484	0.0864
"25074"	"chr22"	50526215	50526831	5.47	5.8	5.05	0.75	0.00484	0.0864
"942"	"chr1"	32892888	32893565	6.24	6.57	5.8	0.77	0.00484	0.0865
"33838"	"chr7"	18873741	18873956	3.21	2.32	3.76	-1.44	0.00485	0.0865
"7947"	"chr11"	133947383	133947679	3.01	2.35	3.47	-1.11	0.00485	0.0865
"20090"	"chr2"	38508409	38508665	3.37	3.85	2.65	1.19	0.00485	0.0865
"3424"	"chr1"	210292541	210292863	3.6	4.09	2.85	1.23	0.00485	0.0865
"1946"	"chr1"	109790789	109791148	3.1	2.06	3.7	-1.64	0.00486	0.0865
"10149"	"chr13"	30865390	30865724	5.74	6.11	5.25	0.87	0.00486	0.0866
"35553"	"chr7"	152394263	152394556	3.75	2.82	4.31	-1.49	0.00488	0.0868
"3280"	"chr1"	205122205	205122664	4.86	3.93	5.42	-1.49	0.00488	0.0868
"18684"	"chr19"	28633687	28634006	3.47	4.14	2.15	2	0.00488	0.0868
"24542"	"chr22"	26645307	26645633	5.57	5.91	5.12	0.78	0.00488	0.0868
"14498"	"chr16"	66660779	66661025	2.34	1.35	2.92	-1.57	0.00489	0.0868
"27415"	"chr3"	194594763	194594995	3.65	4.01	3.18	0.83	0.00489	0.0869
"8010"	"chr12"	1795675	1796392	6.22	6.53	5.81	0.72	0.00489	0.0869
"16130"	"chr17"	45783188	45783478	4	4.43	3.4	1.03	0.0049	0.0869
"7568"	"chr11"	115503093	115503531	3.75	3.12	4.18	-1.06	0.0049	0.0869
"14039"	"chr16"	22898735	22899185	5.26	5.58	4.85	0.72	0.0049	0.0869
"36158"	"chr8"	38901539	38901839	4.59	5	4.02	0.98	0.00491	0.0869
"20439"	"chr2"	68357957	68358259	3.6	2.56	4.2	-1.64	0.00491	0.0869
"8860"	"chr12"	54399281	54399656	6.73	6.98	6.44	0.53	0.00491	0.087
"3883"	"chr1"	244918786	244918992	2.09	2.77	0.77	2	0.00492	0.087
"12722"	"chr15"	59161255	59161583	4.22	3.63	4.64	-1.01	0.00492	0.087
"22928"	"chr20"	19692590	19692987	5.71	5.98	5.37	0.61	0.00493	0.0871
"16373"	"chr17"	56780187	56780580	6.31	6.58	5.97	0.61	0.00493	0.0871
"3998"	"chr10"	6667767	6668086	3.63	2.82	4.14	-1.32	0.00494	0.0872
"14873"	"chr16"	85347277	85347547	4.03	3.12	4.59	-1.47	0.00495	0.0874
"21544"	"chr2"	164600023	164600328	4.22	3.61	4.65	-1.05	0.00495	0.0874
"35657"	"chr8"	7035817	7035998	2.33	3.07	0.77	2.3	0.00495	0.0874
"10837"	"chr13"	113246175	113246428	2.66	1.7	3.24	-1.53	0.00496	0.0874
"15517"	"chr17"	19447108	19447609	6.06	6.41	5.59	0.82	0.00496	0.0874
"24704"	"chr22"	35739770	35739971	2.25	1.35	2.79	-1.44	0.00496	0.0874
"22482"	"chr2"	234500506	234500913	3.92	3.23	4.38	-1.16	0.00497	0.0875
"2480"	"chr1"	155173215	155173664	6.28	6.51	6.02	0.49	0.00497	0.0875
"9963"	"chr12"	132809440	132809699	3.03	1.93	3.65	-1.72	0.00497	0.0875
"5321"	"chr10"	102347312	102347558	3.49	2.82	3.94	-1.12	0.00498	0.0875
"15242"	"chr17"	7296410	7296972	6.03	6.32	5.67	0.65	0.00498	0.0875
"38866"	"chr9"	133429608	133429881	3.39	2.78	3.83	-1.05	0.00499	0.0876
"9697"	"chr12"	116882833	116883085	2.91	1.9	3.49	-1.6	0.00499	0.0877
"13850"	"chr16"	10963798	10964373	6.13	6.45	5.72	0.72	0.005	0.0877
"17577"	"chr18"	54392498	54392901	5.02	5.45	4.4	1.06	0.00501	0.0878
"14975"	"chr16"	88193802	88194346	4.65	4.04	5.08	-1.04	0.00501	0.0878
"17531"	"chr18"	49021728	49022096	2.86	1.84	3.46	-1.61	0.00501	0.0879
"18972"	"chr19"	41646673	41646904	3.98	4.53	3.1	1.42	0.00502	0.0879
"20646"	"chr2"	85014748	85015014	2.26	2.82	1.33	1.49	0.00502	0.0879
"11187"	"chr14"	39107596	39107838	3.18	2.73	3.52	-0.79	0.00503	0.088
"28582"	"chr4"	113328609	113328823	2.54	1.59	3.11	-1.52	0.00503	0.088
"36281"	"chr8"	53588070	53588370	4.12	3.07	4.72	-1.65	0.00504	0.0881
"32363"	"chr6"	56709064	56709326	3.68	4.18	2.9	1.28	0.00504	0.0881
"9308"	"chr12"	91243270	91243532	2.76	1.94	3.28	-1.34	0.00504	0.0881
"2376"	"chr1"	152188549	152189190	5.47	5.86	4.94	0.92	0.00504	0.0881
"24204"	"chr21"	45542223	45542576	4.21	4.59	3.69	0.9	0.00504	0.0881
"23471"	"chr20"	50186094	50186558	6.08	6.35	5.74	0.61	0.00505	0.0882
"24110"	"chr21"	41612665	41613129	5.48	5.76	5.14	0.61	0.00506	0.0883
"18047"	"chr19"	4207253	4207736	4.33	3.73	4.76	-1.03	0.00506	0.0883
"9644"	"chr12"	113312389	113312824	4.98	4.41	5.39	-0.98	0.00506	0.0883
"39459"	"chrX"	48026477	48027023	5.08	5.45	4.57	0.89	0.00507	0.0883
"379"	"chr1"	13811217	13811690	4.32	3.63	4.79	-1.17	0.00507	0.0883
"22427"	"chr2"	231906069	231906398	5.38	5.63	5.06	0.57	0.00507	0.0884
"19242"	"chr19"	47712998	47713626	5.92	6.17	5.63	0.54	0.00508	0.0884
"22945"	"chr20"	20825023	20825284	3.99	4.39	3.42	0.97	0.00508	0.0884
"5331"	"chr10"	102583842	102584190	5.83	6.14	5.43	0.71	0.00509	0.0886
"16599"	"chr17"	67200595	67201025	3.14	2.32	3.66	-1.34	0.0051	0.0887
"3282"	"chr1"	205229488	205229698	2.49	3.08	1.49	1.59	0.0051	0.0887
"8661"	"chr12"	49130249	49130593	6.06	6.46	5.49	0.97	0.00512	0.0889
"39818"	"chrX"	107655088	107655624	5.43	5.76	5.01	0.74	0.00512	0.089
"10828"	"chr13"	112931472	112931775	4.04	3.28	4.53	-1.25	0.00513	0.089
"12051"	"chr14"	103886369	103886578	2.58	1.42	3.22	-1.8	0.00513	0.089
"21810"	"chr2"	183070914	183071482	4.51	3.61	5.06	-1.45	0.00514	0.0891
"658"	"chr1"	24155503	24155727	2.81	2.14	3.27	-1.12	0.00514	0.0891
"27636"	"chr4"	6548589	6548921	3.37	2.38	3.96	-1.58	0.00514	0.0891
"23175"	"chr20"	36273427	36273628	2.21	1.65	2.61	-0.96	0.00514	0.0891
"8639"	"chr12"	48965508	48965744	3.25	2.75	3.63	-0.88	0.00515	0.0892
"7542"	"chr11"	113806464	113806678	3.38	2.62	3.87	-1.25	0.00515	0.0892
"28546"	"chr4"	111283087	111283424	5.33	5.72	4.79	0.93	0.00516	0.0893
"5646"	"chr10"	125521855	125522506	5.42	5.73	5.03	0.71	0.00519	0.0897
"34534"	"chr7"	77940689	77940930	3.86	2.91	4.43	-1.52	0.00519	0.0897
"21933"	"chr2"	197310735	197311096	3.92	2.69	4.57	-1.89	0.0052	0.0898
"23094"	"chr20"	33457079	33457541	6.08	6.39	5.69	0.7	0.00521	0.0899
"31015"	"chr5"	159156791	159157092	5.15	5.54	4.6	0.95	0.00521	0.0899
"32169"	"chr6"	42563661	42564025	3.54	4.06	2.7	1.36	0.00521	0.0899
"32420"	"chr6"	69164991	69165146	2.06	1.07	2.65	-1.58	0.00522	0.09
"8014"	"chr12"	2034767	2035270	5.61	5.97	5.12	0.85	0.00524	0.0903
"18593"	"chr19"	18388020	18388760	6.65	6.96	6.26	0.7	0.00524	0.0903
"5938"	"chr11"	6757427	6757708	3.12	2.28	3.65	-1.37	0.00524	0.0903
"20692"	"chr2"	86808171	86809017	5.86	6.21	5.4	0.81	0.00527	0.0906
"293"	"chr1"	9588426	9588941	5.9	6.24	5.44	0.8	0.00527	0.0906
"23476"	"chr20"	50282100	50282328	2.38	1.35	2.97	-1.62	0.00528	0.0908
"20213"	"chr2"	46366316	46366617	3.24	2.63	3.66	-1.04	0.00528	0.0908
"1387"	"chr1"	54950610	54950975	5.04	5.36	4.64	0.72	0.00529	0.0908
"37039"	"chr8"	126824440	126824692	4.88	5.31	4.26	1.05	0.00529	0.0908
"6090"	"chr11"	14041136	14041385	3.22	2.6	3.66	-1.06	0.00529	0.0908
"19957"	"chr2"	27050336	27050617	3.22	2.6	3.66	-1.06	0.00529	0.0908
"13431"	"chr15"	90604005	90604274	2.63	1.64	3.21	-1.57	0.0053	0.0909
"3433"	"chr1"	210950044	210950230	2.98	3.5	2.19	1.31	0.00531	0.091
"35521"	"chr7"	151172537	151173336	7.51	7.77	7.2	0.56	0.00531	0.091
"34572"	"chr7"	81770006	81770266	2.31	1.75	2.71	-0.96	0.00531	0.091
"37341"	"chr9"	1042608	1042952	2.93	3.33	2.38	0.95	0.00532	0.0911
"27266"	"chr3"	184345614	184346025	3.8	2.93	4.33	-1.4	0.00533	0.0912
"3784"	"chr1"	235104181	235104547	6.16	6.44	5.8	0.63	0.00533	0.0912
"32146"	"chr6"	41779876	41780232	6.42	6.63	6.19	0.44	0.00533	0.0912
"20335"	"chr2"	59182362	59182595	3.64	3.14	4	-0.86	0.00534	0.0913
"33322"	"chr6"	150418097	150418469	4.59	4.22	4.88	-0.65	0.00535	0.0914
"27892"	"chr4"	29970697	29970900	2.43	1.8	2.86	-1.06	0.00535	0.0914
"30175"	"chr5"	97142720	97142988	3.42	2.67	3.91	-1.24	0.00535	0.0914
"33179"	"chr6"	138588809	138589302	5.8	6.05	5.51	0.54	0.00536	0.0914
"38820"	"chr9"	131762267	131762801	5.84	6.14	5.45	0.69	0.00536	0.0914
"34350"	"chr7"	55593562	55594096	5.49	5.81	5.1	0.71	0.00536	0.0914
"29861"	"chr5"	68215106	68215564	3.69	2.72	4.26	-1.54	0.00536	0.0914
"28069"	"chr4"	54234285	54234813	5.62	5.99	5.12	0.87	0.00537	0.0915
"9089"	"chr12"	67457921	67458167	1.97	1.54	2.3	-0.75	0.00538	0.0916
"3730"	"chr1"	230641901	230642541	6.85	7.14	6.49	0.65	0.00539	0.0917
"25942"	"chr3"	58491761	58492091	5.72	5.98	5.41	0.57	0.00539	0.0917
"3678"	"chr1"	227542453	227542967	6.21	6.52	5.82	0.7	0.00539	0.0917
"16917"	"chr17"	79789752	79790224	5.55	5.82	5.22	0.6	0.00539	0.0917
"5013"	"chr10"	87861604	87861811	2.81	1.75	3.42	-1.67	0.0054	0.0917
"24945"	"chr22"	43826467	43826747	2.99	2.51	3.35	-0.84	0.0054	0.0917
"5933"	"chr11"	6703450	6703784	4.27	3.49	4.78	-1.29	0.0054	0.0917
"950"	"chr1"	33099586	33099964	3.91	3.33	4.31	-0.98	0.0054	0.0917
"24539"	"chr22"	26398705	26398964	4.37	3.95	4.7	-0.75	0.0054	0.0917
"27626"	"chr4"	6264174	6264479	3.61	2.77	4.14	-1.37	0.00541	0.0917
"19199"	"chr19"	46716111	46716377	3.24	3.67	2.64	1.02	0.00542	0.0919
"24971"	"chr22"	44735718	44736421	6.77	7.04	6.44	0.6	0.00542	0.0919
"16962"	"chr17"	80984831	80985073	3.81	3.02	4.31	-1.29	0.00544	0.092
"15068"	"chr17"	879606	879869	3.28	3.97	1.92	2.05	0.00544	0.092
"14064"	"chr16"	24689179	24689470	4.38	3.87	4.75	-0.88	0.00544	0.092
"3902"	"chr1"	246647107	246647444	4.41	3.58	4.93	-1.36	0.00544	0.092
"17273"	"chr18"	22846167	22846356	2.51	1.53	3.08	-1.55	0.00544	0.092
"949"	"chr1"	33094870	33095367	6.21	6.59	5.7	0.89	0.00544	0.092
"31379"	"chr6"	1552419	1552757	3.44	2.89	3.83	-0.94	0.00545	0.0921
"7696"	"chr11"	120168949	120169641	5.76	6.03	5.43	0.6	0.00547	0.0923
"6143"	"chr11"	17386630	17387112	4.18	3.56	4.61	-1.04	0.00547	0.0923
"34962"	"chr7"	111098733	111098974	4.12	3.55	4.53	-0.97	0.00547	0.0923
"5908"	"chr11"	5600301	5600617	5.01	4.39	5.44	-1.05	0.00547	0.0923
"18505"	"chr19"	16247290	16247951	6.06	6.33	5.74	0.59	0.00548	0.0923
"17696"	"chr18"	63518487	63518753	4.26	4.76	3.49	1.27	0.00548	0.0923
"6514"	"chr11"	47408014	47408499	5.97	6.24	5.63	0.61	0.00548	0.0923
"10512"	"chr13"	73849353	73849576	2.57	1.48	3.18	-1.71	0.00549	0.0924
"34066"	"chr7"	33459240	33459776	4.02	3.31	4.49	-1.18	0.00549	0.0924
"22734"	"chr20"	3752833	3753365	5.2	4.74	5.54	-0.8	0.00549	0.0924
"32735"	"chr6"	105835454	105835674	2.95	2.1	3.49	-1.39	0.0055	0.0924
"36609"	"chr8"	91393531	91393788	3.38	2.35	3.98	-1.63	0.0055	0.0924
"30270"	"chr5"	112146983	112147259	4.37	4.73	3.9	0.83	0.0055	0.0925
"4605"	"chr10"	60820374	60820592	2.71	1.7	3.31	-1.61	0.00552	0.0926
"37158"	"chr8"	138700445	138700645	2.44	3.08	1.25	1.83	0.00552	0.0926
"21748"	"chr2"	177905853	177906491	6.12	6.37	5.83	0.54	0.00553	0.0928
"32980"	"chr6"	125956622	125957107	6.2	6.57	5.7	0.87	0.00554	0.0929
"1034"	"chr1"	37919295	37919588	3.49	2.85	3.94	-1.09	0.00554	0.0929
"19315"	"chr19"	48993144	48993738	6.37	6.72	5.9	0.82	0.00555	0.093
"532"	"chr1"	19704552	19705042	6.06	6.35	5.69	0.66	0.00555	0.093
"38718"	"chr9"	128203128	128203468	5.68	6.04	5.2	0.83	0.00556	0.0931
"10333"	"chr13"	46126600	46126938	4.76	4.27	5.13	-0.86	0.00556	0.0931
"26218"	"chr3"	98039299	98039901	6.45	6.71	6.12	0.6	0.00557	0.0932
"1094"	"chr1"	40438505	40438879	4.12	3.56	4.53	-0.96	0.00557	0.0932
"13612"	"chr16"	589742	590046	2.89	3.36	2.18	1.17	0.00558	0.0933
"25139"	"chr3"	5122007	5122394	6.38	6.58	6.14	0.44	0.00559	0.0935
"38822"	"chr9"	132169554	132170360	6.02	6.3	5.66	0.63	0.0056	0.0935
"36748"	"chr8"	101137267	101137690	4.16	3.64	4.55	-0.9	0.00561	0.0937
"38650"	"chr9"	126327182	126327401	1.7	2.31	0.63	1.68	0.00562	0.0937
"22658"	"chr20"	431454	431970	4.41	3.68	4.89	-1.21	0.00563	0.0939
"15890"	"chr17"	39753858	39754662	6.3	6.63	5.89	0.74	0.00564	0.0941
"19400"	"chr19"	50368576	50368903	5.87	6.14	5.52	0.62	0.00565	0.0941
"4594"	"chr10"	60114837	60115099	3.71	3.18	4.1	-0.92	0.00565	0.0942
"21100"	"chr2"	117917557	117917775	2.23	1.35	2.77	-1.41	0.00565	0.0942
"31568"	"chr6"	14144631	14144994	6.02	6.28	5.71	0.58	0.00566	0.0943
"16845"	"chr17"	77253501	77253735	2.09	1.07	2.68	-1.62	0.00566	0.0943
"33395"	"chr6"	156686628	156686862	2.96	1.64	3.64	-1.99	0.00567	0.0943
"21966"	"chr2"	199979921	199980345	5.49	5.8	5.1	0.7	0.00567	0.0943
"12142"	"chr14"	106691576	106692521	4.54	4.98	3.9	1.08	0.00568	0.0943
"19018"	"chr19"	42401303	42401748	5.66	5.99	5.22	0.78	0.00568	0.0943
"35865"	"chr8"	19817844	19818408	2.71	1.64	3.31	-1.67	0.00569	0.0943
"17827"	"chr18"	80200293	80200551	2.67	1.98	3.13	-1.15	0.00569	0.0943
"8272"	"chr12"	13234046	13234436	5.3	4.95	5.58	-0.62	0.00569	0.0943
"28787"	"chr4"	138576831	138577049	3.21	2.32	3.75	-1.43	0.00569	0.0943
"18921"	"chr19"	40464351	40464710	5.53	5.81	5.19	0.62	0.00569	0.0943
"20865"	"chr2"	99558880	99559424	6.19	6.48	5.82	0.65	0.00569	0.0943
"20675"	"chr2"	85814223	85814622	6.23	6.49	5.91	0.58	0.0057	0.0943
"39464"	"chrX"	48574852	48575119	2.57	3.14	1.63	1.51	0.0057	0.0943
"36738"	"chr8"	100625730	100625936	2.84	2.06	3.35	-1.28	0.0057	0.0943
"21124"	"chr2"	119292347	119292559	2.41	1.42	2.99	-1.58	0.0057	0.0944
"7598"	"chr11"	117145455	117145693	3.06	3.53	2.36	1.17	0.00572	0.0946
"21158"	"chr2"	120856653	120856907	3.23	2.17	3.84	-1.67	0.00572	0.0946
"5045"	"chr10"	89853981	89854209	2.86	2.02	3.38	-1.36	0.00573	0.0947
"7281"	"chr11"	87097537	87097834	3.87	3.11	4.36	-1.24	0.00574	0.0948
"10997"	"chr14"	23631707	23632385	5.89	6.17	5.56	0.61	0.00574	0.0948
"33758"	"chr7"	11212099	11212660	5.19	5.54	4.72	0.82	0.00576	0.095
"29192"	"chr4"	182925293	182925778	3.7	3.18	4.08	-0.9	0.00576	0.095
"794"	"chr1"	27568409	27568963	5.57	5.99	4.98	1.01	0.00577	0.0951
"14358"	"chr16"	55258045	55258306	3.31	3.85	2.46	1.39	0.00577	0.0951
"21992"	"chr2"	201232288	201232579	5.43	5.82	4.9	0.92	0.00577	0.0951
